#Source;	RSC;	RNU;	RUI	#				Source Name	Causes
2F63;	5;	100;	751F	#	⽣	→	生	KANGXI RADICAL LIFE;	CJKRadicals.txt, NFKC
2F64;	5;	101;	7528	#	⽤	→	用	KANGXI RADICAL USE;	CJKRadicals.txt, NFKC
2F65;	5;	102;	7530	#	⽥	→	田	KANGXI RADICAL FIELD;	CJKRadicals.txt, NFKC
2F66;	5;	103;	758B	#	⽦	→	疋	KANGXI RADICAL BOLT OF CLOTH;	CJKRadicals.txt, NFKC
2EAA;	5;	103;	758B	#	⺪	→	疋	CJK RADICAL BOLT OF CLOTH;	NamesList
2EAA;	5;	103;	24D14	#	⺪	→	𤴔	CJK RADICAL BOLT OF CLOTH;	kRSUnicode
2F67;	5;	104;	7592	#	⽧	→	疒	KANGXI RADICAL SICKNESS;	CJKRadicals.txt, NFKC
2F68;	5;	105;	7676	#	⽨	→	癶	KANGXI RADICAL DOTTED TENT;	CJKRadicals.txt, NFKC
2F69;	5;	106;	767D	#	⽩	→	白	KANGXI RADICAL WHITE;	CJKRadicals.txt, NFKC
2F6A;	5;	107;	76AE	#	⽪	→	皮	KANGXI RADICAL SKIN;	CJKRadicals.txt, NFKC
2F6B;	5;	108;	76BF	#	⽫	→	皿	KANGXI RADICAL DISH;	CJKRadicals.txt, NFKC
2F6C;	5;	109;	76EE	#	⽬	→	目	KANGXI RADICAL EYE;	CJKRadicals.txt, NFKC
2EAB;	5;	109;	76EE	#	⺫	→	目	CJK RADICAL EYE;	NamesList
2EAB;	5;	109;	7F52	#	⺫	→	罒	CJK RADICAL EYE;	kRSAdobe
2F6D;	5;	110;	77DB	#	⽭	→	矛	KANGXI RADICAL SPEAR;	CJKRadicals.txt, NFKC
2F6E;	5;	111;	77E2	#	⽮	→	矢	KANGXI RADICAL ARROW;	CJKRadicals.txt, NFKC
2F6F;	5;	112;	77F3	#	⽯	→	石	KANGXI RADICAL STONE;	CJKRadicals.txt, NFKC
2F70;	5;	113;	793A	#	⽰	→	示	KANGXI RADICAL SPIRIT;	CJKRadicals.txt, NFKC
2EAC;	5;	113;	793A	#	⺬	→	示	CJK RADICAL SPIRIT ONE;	NamesList
2EAD;	4;	113';	793B	#	⺭	→	礻	CJK RADICAL SPIRIT TWO;	UCA, NamesList
2F71;	4;	114;	79B8	#	⽱	→	禸	KANGXI RADICAL TRACK;	CJKRadicals.txt, NFKC
2F72;	5;	115;	79BE	#	⽲	→	禾	KANGXI RADICAL GRAIN;	CJKRadicals.txt, NFKC
2F73;	5;	116;	7A74	#	⽳	→	穴	KANGXI RADICAL CAVE;	CJKRadicals.txt, NFKC
2F74;	5;	117;	7ACB	#	⽴	→	立	KANGXI RADICAL STAND;	CJKRadicals.txt, NFKC
2F75;	6;	118;	7AF9	#	⽵	→	竹	KANGXI RADICAL BAMBOO;	CJKRadicals.txt, NFKC
2EAE;	6;	118;	7AF9	#	⺮	→	竹	CJK RADICAL BAMBOO;	NamesList
2EAE;	6;	118;	25AD7	#	⺮	→	𥫗	CJK RADICAL BAMBOO;	kRSUnicode
2F76;	6;	119;	7C73	#	⽶	→	米	KANGXI RADICAL RICE;	CJKRadicals.txt, NFKC
2F77;	6;	120;	7CF8	#	⽷	→	糸	KANGXI RADICAL SILK;	CJKRadicals.txt, NFKC
2EAF;	6;	120;	7CF9	#	⺯	→	糹	CJK RADICAL SILK;	UCA, NamesList
2EB0;	3;	120';	7E9F	#	⺰	→	纟	CJK RADICAL C-SIMPLIFIED SILK;	CJKRadicals.txt, UCA, NamesList
2F78;	6;	121;	7F36	#	⽸	→	缶	KANGXI RADICAL JAR;	CJKRadicals.txt, NFKC
2F79;	6;	122;	7F51	#	⽹	→	网	KANGXI RADICAL NET;	CJKRadicals.txt, NFKC
2EB1;	4;	122;	7F53	#	⺱	→	罓	CJK RADICAL NET ONE;	UCA, NamesList
2EB2;	5;	122;	7F52	#	⺲	→	罒	CJK RADICAL NET TWO;	UCA, NamesList
2EB3;	6;	122;	7F51	#	⺳	→	网	CJK RADICAL NET THREE;	NamesList
2EB4;	6;	122;	7F51	#	⺴	→	网	CJK RADICAL NET FOUR;	NamesList
2EB5;	4;	122;	2626B	#	⺵	→	𦉫	CJK RADICAL MESH;	NamesList
2EB3;	4;	122;	2626A	#	⺳	→	𦉪	CJK RADICAL NET THREE;	kRSUnicode
2F7A;	6;	123;	7F8A	#	⽺	→	羊	KANGXI RADICAL SHEEP;	CJKRadicals.txt, NFKC
2EB6;	6;	123;	7F8A	#	⺶	→	羊	CJK RADICAL SHEEP;	NamesList
2EB7;	6;	123;	7F8A	#	⺷	→	羊	CJK RADICAL RAM;	NamesList
2EB8;	8;	123;	7F8B	#	⺸	→	羋	CJK RADICAL EWE;	UCA, NamesList
2EB8;	7;	123;	2634B	#	⺸	→	𦍋	CJK RADICAL EWE;	kRSUnicode
2EB7;	6;	123;	2634C	#	⺷	→	𦍌	CJK RADICAL RAM;	kRSUnicode
2F7B;	6;	124;	7FBD	#	⽻	→	羽	KANGXI RADICAL FEATHER;	CJKRadicals.txt, NFKC
2F7C;	6;	125;	8001	#	⽼	→	老	KANGXI RADICAL OLD;	CJKRadicals.txt, NFKC
2EB9;	4;	125;	8002	#	⺹	→	耂	CJK RADICAL OLD;	UCA, NamesList
2F7D;	6;	126;	800C	#	⽽	→	而	KANGXI RADICAL AND;	CJKRadicals.txt, NFKC
